RepaymentID,LoanID,Month,ActualRepayment,LoanAmount,ScheduledRepayment,LoanBalanceStart,LoanBalanceEnd,InterestPayment,is_type1_default
11022.0,115,12,3691.59,80000.0,3691.59,45304.18,41990.12,377.53,False
858.0,116,1,4891.36,106000.0,4891.36,106000.0,101991.97,883.33,False
1547.0,116,2,4891.36,106000.0,4891.36,101991.97,97950.55,849.93,False
2826.0,116,3,4891.36,106000.0,4891.36,97950.55,93875.44,816.25,False
3901.0,116,4,4891.36,106000.0,4891.36,93875.44,89766.38,782.3,False
4463.0,116,5,4891.36,106000.0,4891.36,89766.38,85623.07,748.05,False
5373.0,116,6,4891.36,106000.0,4891.36,85623.07,81445.24,713.53,False
6379.0,116,7,4891.36,106000.0,4891.36,81445.24,77232.59,678.71,False
7957.0,116,8,4891.36,106000.0,4891.36,77232.59,72984.83,643.6,False
8734.0,116,9,4891.36,106000.0,4891.36,72984.83,68701.68,608.21,False
9632.0,116,10,4891.36,106000.0,4891.36,68701.68,64382.83,572.51,False
10334.0,116,11,4891.36,106000.0,4891.36,64382.83,60027.99,536.52,False
11879.0,116,12,4891.36,106000.0,4891.36,60027.99,55636.87,500.23,False
536.0,117,1,9136.7,99000.0,4568.35,99000.0,90688.3,825.0,False
1683.0,117,2,4568.35,99000.0,4568.35,90688.3,86875.69,755.74,False
2471.0,117,3,4568.35,99000.0,4568.35,86875.69,83031.3,723.96,False
3322.0,117,4,4568.35,99000.0,4568.35,83031.3,79154.88,691.93,False
4058.0,117,5,4568.35,99000.0,4568.35,79154.88,75246.15,659.62,False
5774.0,117,6,4568.35,99000.0,4568.35,75246.15,71304.85,627.05,False
6172.0,117,7,4568.35,99000.0,4568.35,71304.85,67330.71,594.21,False
7481.0,117,8,4568.35,99000.0,4568.35,67330.71,63323.45,561.09,False
8069.0,117,9,4568.35,99000.0,4568.35,63323.45,59282.79,527.7,False
9430.0,117,10,4568.35,99000.0,4568.35,59282.79,55208.47,494.02,False
10203.0,117,11,4568.35,99000.0,4568.35,55208.47,51100.19,460.07,False
11615.0,117,12,4568.35,99000.0,4568.35,51100.19,46957.67,425.83,False
656.0,118,1,1476.64,32000.0,1476.64,32000.0,30790.03,266.67,False
1614.0,118,2,1476.64,32000.0,1476.64,30790.03,29569.97,256.58,False
2487.0,118,3,1476.64,32000.0,1476.64,29569.97,28339.75,246.42,False
3300.0,118,4,1476.64,32000.0,1476.64,28339.75,27099.27,236.16,False
4772.0,118,5,2953.28,32000.0,1476.64,27099.27,24371.82,225.83,False
5348.0,118,6,1476.64,32000.0,1476.64,24371.82,23098.28,203.1,False
6192.0,118,7,1476.64,32000.0,1476.64,23098.28,21814.12,192.49,False
7990.0,118,8,2953.28,32000.0,1476.64,21814.12,19042.63,181.78,False
8783.0,118,9,1476.64,32000.0,1476.64,19042.63,17724.68,158.69,False
9664.0,118,10,1476.64,32000.0,1476.64,17724.68,16395.74,147.71,False
10077.0,118,11,1476.64,32000.0,1476.64,16395.74,15055.73,136.63,False
11133.0,118,12,1476.64,32000.0,1476.64,15055.73,13704.56,125.46,False
768.0,119,1,4983.65,108000.0,4983.65,108000.0,103916.35,900.0,False
1728.0,119,2,4983.65,108000.0,4983.65,103916.35,99798.67,865.97,False
3000.0,119,3,4983.65,108000.0,4983.65,99798.67,95646.68,831.66,False
3745.0,119,4,4983.65,108000.0,4983.65,95646.68,91460.08,797.06,False
4526.0,119,5,4983.65,108000.0,4983.65,91460.08,87238.6,762.17,False
5284.0,119,6,4983.65,108000.0,4983.65,87238.6,82981.94,726.99,False
6447.0,119,7,4983.65,108000.0,4983.65,82981.94,78689.8,691.52,False
7246.0,119,8,9967.3,108000.0,4983.65,78689.8,69378.25,655.75,False
8293.0,119,9,4983.65,108000.0,4983.65,69378.25,64972.75,578.15,False
9729.0,119,10,4983.65,108000.0,4983.65,64972.75,60530.54,541.44,False
10224.0,119,11,4983.65,108000.0,4983.65,60530.54,56051.31,504.42,False
11604.0,119,12,4983.65,108000.0,4983.65,56051.31,51534.76,467.09,False
916.0,120,1,3230.14,70000.0,3230.14,70000.0,67353.19,583.33,False
1296.0,120,2,3230.14,70000.0,3230.14,67353.19,64684.33,561.28,False
2563.0,120,3,3230.14,70000.0,3230.14,64684.33,61993.23,539.04,False
3715.0,120,4,3230.14,70000.0,3230.14,61993.23,59279.7,516.61,False
4108.0,120,5,3230.14,70000.0,3230.14,59279.7,56543.55,494.0,False
5380.0,120,6,3230.14,70000.0,3230.14,56543.55,53784.61,471.2,False
6426.0,120,7,3230.14,70000.0,3230.14,53784.61,51002.68,448.21,False
7850.0,120,8,3230.14,70000.0,3230.14,51002.68,48197.56,425.02,False
8462.0,120,9,3230.14,70000.0,3230.14,48197.56,45369.06,401.65,False
9727.0,120,10,3230.14,70000.0,3230.14,45369.06,42517.0,378.08,False
10139.0,120,11,3230.14,70000.0,3230.14,42517.0,39641.17,354.31,False
11205.0,120,12,3230.14,70000.0,3230.14,39641.17,36741.37,330.34,False
658.0,121,1,4568.35,99000.0,4568.35,99000.0,95256.65,825.0,False
1298.0,121,2,4568.35,99000.0,4568.35,95256.65,91482.11,793.81,False
2066.0,121,3,4568.35,99000.0,4568.35,91482.11,87676.11,762.35,False
4000.0,121,4,4568.35,99000.0,4568.35,87676.11,83838.39,730.63,False
4398.0,121,5,4568.35,99000.0,4568.35,83838.39,79968.69,698.65,False
5782.0,121,6,4568.35,99000.0,4568.35,79968.69,76066.75,666.41,False
6585.0,121,7,4568.35,99000.0,4568.35,76066.75,72132.29,633.89,False
7839.0,121,8,4568.35,99000.0,4568.35,72132.29,68165.04,601.1,False
8245.0,121,9,4568.35,99000.0,4568.35,68165.04,64164.73,568.04,False
9764.0,121,10,4568.35,99000.0,4568.35,64164.73,60131.09,534.71,False
10359.0,121,11,4568.35,99000.0,4568.35,60131.09,56063.83,501.09,False
11579.0,121,12,0.0,99000.0,4568.35,56063.83,56531.03,467.2,True
541.0,122,1,5029.8,109000.0,5029.8,109000.0,104878.53,908.33,False
1752.0,122,2,5029.8,109000.0,5029.8,104878.53,100722.72,873.99,False
2706.0,122,3,5029.8,109000.0,5029.8,100722.72,96532.28,839.36,False
3031.0,122,4,5029.8,109000.0,5029.8,96532.28,92306.91,804.44,False
4198.0,122,5,5029.8,109000.0,5029.8,92306.91,88046.34,769.22,False
5402.0,122,6,5029.8,109000.0,5029.8,88046.34,83750.26,733.72,False
6086.0,122,7,5029.8,109000.0,5029.8,83750.26,79418.38,697.92,False
7242.0,122,8,5029.8,109000.0,5029.8,79418.38,75050.4,661.82,False
8346.0,122,9,5029.8,109000.0,5029.8,75050.4,70646.02,625.42,False
9131.0,122,10,5029.8,109000.0,5029.8,70646.02,66204.93,588.72,False
10009.0,122,11,5029.8,109000.0,5029.8,66204.93,61726.84,551.71,False
11161.0,122,12,5029.8,109000.0,5029.8,61726.84,57211.43,514.39,False
524.0,123,1,4245.34,46000.0,2122.67,46000.0,42137.99,383.33,False
1827.0,123,2,2122.67,46000.0,2122.67,42137.99,40366.47,351.15,False
2169.0,123,3,2122.67,46000.0,2122.67,40366.47,38580.19,336.39,False
3398.0,123,4,2122.67,46000.0,2122.67,38580.19,36779.02,321.5,False
4715.0,123,5,4245.34,46000.0,2122.67,36779.02,32840.17,306.49,False
5838.0,123,6,2122.67,46000.0,2122.67,32840.17,30991.17,273.67,False
6443.0,123,7,2122.67,46000.0,2122.67,30991.17,29126.76,258.26,False
7783.0,123,8,2122.67,46000.0,2122.67,29126.76,27246.81,242.72,False
8950.0,123,9,2122.67,46000.0,2122.67,27246.81,25351.2,227.06,False
9607.0,123,10,2122.67,46000.0,2122.67,25351.2,23439.79,211.26,False
10150.0,123,11,2122.67,46000.0,2122.67,23439.79,21512.45,195.33,False
11229.0,123,12,2122.67,46000.0,2122.67,21512.45,19569.05,179.27,False
922.0,124,1,1107.48,24000.0,1107.48,24000.0,23092.52,200.0,False
1875.0,124,2,1107.48,24000.0,1107.48,23092.52,22177.48,192.44,False
2867.0,124,3,1107.48,24000.0,1107.48,22177.48,21254.81,184.81,False
3269.0,124,4,1107.48,24000.0,1107.48,21254.81,20324.45,177.12,False
4319.0,124,5,1107.48,24000.0,1107.48,20324.45,19386.34,169.37,False
5395.0,124,6,1107.48,24000.0,1107.48,19386.34,18440.42,161.55,False
6752.0,124,7,1107.48,24000.0,1107.48,18440.42,17486.61,153.67,False
7769.0,124,8,1107.48,24000.0,1107.48,17486.61,16524.85,145.72,False
8565.0,124,9,1107.48,24000.0,1107.48,16524.85,15555.08,137.71,False
9507.0,124,10,1107.48,24000.0,1107.48,15555.08,14577.22,129.63,False
10881.0,124,11,2214.96,24000.0,1107.48,14577.22,12483.74,121.48,False
11210.0,124,12,1107.48,24000.0,1107.48,12483.74,11480.29,104.03,False
196.0,125,1,1707.36,37000.0,1707.36,37000.0,35600.97,308.33,False
1798.0,125,2,1707.36,37000.0,1707.36,35600.97,34190.29,296.67,False
2690.0,125,3,1707.36,37000.0,1707.36,34190.29,32767.85,284.92,False
3192.0,125,4,0.0,37000.0,1707.36,32767.85,33040.91,273.07,True
4358.0,125,5,1707.36,37000.0,1707.36,33040.91,31608.89,275.34,False
5295.0,125,6,1707.36,37000.0,1707.36,31608.89,30164.94,263.41,False
6939.0,125,7,3414.72,37000.0,1707.36,30164.94,27001.6,251.37,False
7181.0,125,8,1707.36,37000.0,1707.36,27001.6,25519.25,225.01,False
8221.0,125,9,1707.36,37000.0,1707.36,25519.25,24024.55,212.66,False
9697.0,125,10,1707.36,37000.0,1707.36,24024.55,22517.39,200.2,False
10781.0,125,11,1707.36,37000.0,1707.36,22517.39,20997.68,187.64,False
11903.0,125,12,1707.36,37000.0,1707.36,20997.68,19465.3,174.98,False
11.0,126,1,2676.41,58000.0,2676.41,58000.0,55806.92,483.33,False
1267.0,126,2,2676.41,58000.0,2676.41,55806.92,53595.57,465.06,False
2461.0,126,3,2676.41,58000.0,2676.41,53595.57,51365.79,446.63,False
3008.0,126,4,2676.41,58000.0,2676.41,51365.79,49117.43,428.05,False
4564.0,126,5,2676.41,58000.0,2676.41,49117.43,46850.33,409.31,False
5249.0,126,6,2676.41,58000.0,2676.41,46850.33,44564.34,390.42,False
6313.0,126,7,2676.41,58000.0,2676.41,44564.34,42259.3,371.37,False
7237.0,126,8,2676.41,58000.0,2676.41,42259.3,39935.05,352.16,False
8874.0,126,9,2676.41,58000.0,2676.41,39935.05,37591.43,332.79,False
9981.0,126,10,5352.82,58000.0,2676.41,37591.43,32551.87,313.26,False
10942.0,126,11,2676.41,58000.0,2676.41,32551.87,30146.73,271.27,False
11850.0,126,12,2676.41,58000.0,2676.41,30146.73,27721.54,251.22,False
310.0,127,1,4614.49,100000.0,4614.49,100000.0,96218.84,833.33,False
1260.0,127,2,4614.49,100000.0,4614.49,96218.84,92406.18,801.82,False
2931.0,127,3,9228.98,100000.0,4614.49,92406.18,83947.25,770.05,False
3096.0,127,4,4614.49,100000.0,4614.49,83947.25,80032.32,699.56,False
4484.0,127,5,4614.49,100000.0,4614.49,80032.32,76084.76,666.94,False
5751.0,127,6,4614.49,100000.0,4614.49,76084.76,72104.31,634.04,False
6627.0,127,7,4614.49,100000.0,4614.49,72104.31,68090.69,600.87,False
7212.0,127,8,4614.49,100000.0,4614.49,68090.69,64043.63,567.42,False
8116.0,127,9,4614.49,100000.0,4614.49,64043.63,59962.83,533.7,False
9258.0,127,10,4614.49,100000.0,4614.49,59962.83,55848.03,499.69,False
10829.0,127,11,0.0,100000.0,4614.49,55848.03,56313.43,465.4,True
11103.0,127,12,4614.49,100000.0,4614.49,56313.43,52168.22,469.28,False
890.0,128,1,4845.22,105000.0,4845.22,105000.0,101029.78,875.0,False
1100.0,128,2,9690.44,105000.0,4845.22,101029.78,92181.25,841.91,False
2347.0,128,3,4845.22,105000.0,4845.22,92181.25,88104.21,768.18,False
3793.0,128,4,4845.22,105000.0,4845.22,88104.21,83993.19,734.2,False
4223.0,128,5,4845.22,105000.0,4845.22,83993.19,79847.92,699.94,False
5074.0,128,6,4845.22,105000.0,4845.22,79847.92,75668.1,665.4,False
6942.0,128,7,4845.22,105000.0,4845.22,75668.1,71453.44,630.57,False
7906.0,128,8,4845.22,105000.0,4845.22,71453.44,67203.67,595.45,False
8235.0,128,9,4845.22,105000.0,4845.22,67203.67,62918.48,560.03,False
9202.0,128,10,4845.22,105000.0,4845.22,62918.48,58597.58,524.32,False
10269.0,128,11,4845.22,105000.0,4845.22,58597.58,54240.67,488.31,False
11245.0,128,12,4845.22,105000.0,4845.22,54240.67,49847.46,452.01,False
296.0,129,1,599.88,13000.0,599.88,13000.0,12508.45,108.33,False
1531.0,129,2,599.88,13000.0,599.88,12508.45,12012.81,104.24,False
2211.0,129,3,599.88,13000.0,599.88,12012.81,11513.04,100.11,False
3875.0,129,4,599.88,13000.0,599.88,11513.04,11009.1,95.94,False
4716.0,129,5,599.88,13000.0,599.88,11009.1,10500.96,91.74,False
5788.0,129,6,599.88,13000.0,599.88,10500.96,9988.59,87.51,False
6114.0,129,7,599.88,13000.0,599.88,9988.59,9471.95,83.24,False
7094.0,129,8,599.88,13000.0,599.88,9471.95,8951.0,78.93,False
8317.0,129,9,1199.76,13000.0,599.88,8951.0,7825.83,74.59,False
9272.0,129,10,599.88,13000.0,599.88,7825.83,7291.17,65.22,False
10930.0,129,11,599.88,13000.0,599.88,7291.17,6752.05,60.76,False
11727.0,129,12,599.88,13000.0,599.88,6752.05,6208.43,56.27,False
683.0,130,1,3091.71,67000.0,3091.71,67000.0,64466.62,558.33,False
1907.0,130,2,3091.71,67000.0,3091.71,64466.62,61912.14,537.22,False
2753.0,130,3,3091.71,67000.0,3091.71,61912.14,59336.36,515.93,False
3652.0,130,4,3091.71,67000.0,3091.71,59336.36,56739.12,494.47,False
4748.0,130,5,3091.71,67000.0,3091.71,56739.12,54120.24,472.83,False
5477.0,130,6,3091.71,67000.0,3091.71,54120.24,51479.53,451.0,False
6316.0,130,7,3091.71,67000.0,3091.71,51479.53,48816.81,429.0,False
7803.0,130,8,3091.71,67000.0,3091.71,48816.81,46131.91,406.81,False
8026.0,130,9,3091.71,67000.0,3091.71,46131.91,43424.63,384.43,False
9852.0,130,10,3091.71,67000.0,3091.71,43424.63,40694.79,361.87,False
10642.0,130,11,3091.71,67000.0,3091.71,40694.79,37942.21,339.12,False
11197.0,130,12,3091.71,67000.0,3091.71,37942.21,35166.68,316.19,False
3.0,131,1,2630.26,57000.0,2630.26,57000.0,54844.74,475.0,False
1633.0,131,2,2630.26,57000.0,2630.26,54844.74,52671.52,457.04,False
2851.0,131,3,2630.26,57000.0,2630.26,52671.52,50480.19,438.93,False
3651.0,131,4,2630.26,57000.0,2630.26,50480.19,48270.6,420.67,False
4746.0,131,5,2630.26,57000.0,2630.26,48270.6,46042.59,402.25,False
5559.0,131,6,2630.26,57000.0,2630.26,46042.59,43796.02,383.69,False
6856.0,131,7,2630.26,57000.0,2630.26,43796.02,41530.73,364.97,False
7045.0,131,8,2630.26,57000.0,2630.26,41530.73,39246.56,346.09,False
8167.0,131,9,2630.26,57000.0,2630.26,39246.56,36943.35,327.05,False
9873.0,131,10,2630.26,57000.0,2630.26,36943.35,34620.95,307.86,False
10648.0,131,11,2630.26,57000.0,2630.26,34620.95,32279.2,288.51,False
11421.0,131,12,2630.26,57000.0,2630.26,32279.2,29917.93,268.99,False
359.0,132,1,1661.22,36000.0,1661.22,36000.0,34638.78,300.0,False
1013.0,132,2,1661.22,36000.0,1661.22,34638.78,33266.22,288.66,False
2178.0,132,3,1661.22,36000.0,1661.22,33266.22,31882.21,277.22,False
3239.0,132,4,1661.22,36000.0,1661.22,31882.21,30486.68,265.69,False
4675.0,132,5,1661.22,36000.0,1661.22,30486.68,29079.52,254.06,False
5476.0,132,6,1661.22,36000.0,1661.22,29079.52,27660.63,242.33,False
6304.0,132,7,1661.22,36000.0,1661.22,27660.63,26229.91,230.51,False
7912.0,132,8,1661.22,36000.0,1661.22,26229.91,24787.27,218.58,False
8249.0,132,9,1661.22,36000.0,1661.22,24787.27,23332.61,206.56,False
9637.0,132,10,3322.44,36000.0,1661.22,23332.61,20204.61,194.44,False
10668.0,132,11,1661.22,36000.0,1661.22,20204.61,18711.76,168.37,False
11913.0,132,12,1661.22,36000.0,1661.22,18711.76,17206.48,155.93,False
769.0,133,1,1153.62,25000.0,1153.62,25000.0,24054.71,208.33,False
1540.0,133,2,1153.62,25000.0,1153.62,24054.71,23101.55,200.46,False
2659.0,133,3,1153.62,25000.0,1153.62,23101.55,22140.44,192.51,False
3937.0,133,4,1153.62,25000.0,1153.62,22140.44,21171.33,184.5,False
4093.0,133,5,1153.62,25000.0,1153.62,21171.33,20194.13,176.43,False
5710.0,133,6,0.0,25000.0,1153.62,20194.13,20362.42,168.28,True
6608.0,133,7,1153.62,25000.0,1153.62,20362.42,19378.48,169.69,False
7644.0,133,8,1153.62,25000.0,1153.62,19378.48,18386.35,161.49,False
8448.0,133,9,1153.62,25000.0,1153.62,18386.35,17385.95,153.22,False
9112.0,133,10,1153.62,25000.0,1153.62,17385.95,16377.21,144.88,False
10225.0,133,11,1153.62,25000.0,1153.62,16377.21,15360.07,136.48,False
11722.0,133,12,1153.62,25000.0,1153.62,15360.07,14334.45,128.0,False
918.0,134,1,2214.96,48000.0,2214.96,48000.0,46185.04,400.0,False
1677.0,134,2,2214.96,48000.0,2214.96,46185.04,44354.96,384.88,False
2243.0,134,3,2214.96,48000.0,2214.96,44354.96,42509.62,369.62,False
3727.0,134,4,2214.96,48000.0,2214.96,42509.62,40648.91,354.25,False
4457.0,134,5,2214.96,48000.0,2214.96,40648.91,38772.69,338.74,False
5347.0,134,6,2214.96,48000.0,2214.96,38772.69,36880.83,323.11,False
6232.0,134,7,2214.96,48000.0,2214.96,36880.83,34973.21,307.34,False
7516.0,134,8,2214.96,48000.0,2214.96,34973.21,33049.7,291.44,False
8469.0,134,9,2214.96,48000.0,2214.96,33049.7,31110.15,275.41,False
9046.0,134,10,2214.96,48000.0,2214.96,31110.15,29154.44,259.25,False
10628.0,134,11,2214.96,48000.0,2214.96,29154.44,27182.44,242.95,False
11039.0,134,12,2214.96,48000.0,2214.96,27182.44,25194.0,226.52,False
121.0,135,1,5260.52,114000.0,5260.52,114000.0,109689.48,950.0,False
1102.0,135,2,5260.52,114000.0,5260.52,109689.48,105343.04,914.08,False
2701.0,135,3,5260.52,114000.0,5260.52,105343.04,100960.38,877.86,False
3153.0,135,4,5260.52,114000.0,5260.52,100960.38,96541.19,841.34,False
4303.0,135,5,5260.52,114000.0,5260.52,96541.19,92085.18,804.51,False
5192.0,135,6,5260.52,114000.0,5260.52,92085.18,87592.04,767.38,False
6682.0,135,7,5260.52,114000.0,5260.52,87592.04,83061.45,729.93,False
7794.0,135,8,5260.52,114000.0,5260.52,83061.45,78493.11,692.18,False
8585.0,135,9,5260.52,114000.0,5260.52,78493.11,73886.7,654.11,False
9063.0,135,10,10521.04,114000.0,5260.52,73886.7,63981.38,615.72,False
10354.0,135,11,5260.52,114000.0,5260.52,63981.38,59254.04,533.18,False
11904.0,135,12,5260.52,114000.0,5260.52,59254.04,54487.31,493.78,False
765.0,136,1,2168.81,47000.0,2168.81,47000.0,45222.86,391.67,False
1118.0,136,2,2168.81,47000.0,2168.81,45222.86,43430.9,376.86,False
2561.0,136,3,2168.81,47000.0,2168.81,43430.9,41624.02,361.92,False
3289.0,136,4,2168.81,47000.0,2168.81,41624.02,39802.07,346.87,False
4701.0,136,5,2168.81,47000.0,2168.81,39802.07,37964.95,331.68,False
5570.0,136,6,2168.81,47000.0,2168.81,37964.95,36112.51,316.37,False
6997.0,136,7,4337.62,47000.0,2168.81,36112.51,32075.83,300.94,False
7392.0,136,8,2168.81,47000.0,2168.81,32075.83,30174.32,267.3,False
8179.0,136,9,4337.62,47000.0,2168.81,30174.32,26088.15,251.45,False
9274.0,136,10,2168.81,47000.0,2168.81,26088.15,24136.74,217.4,False
10107.0,136,11,2168.81,47000.0,2168.81,24136.74,22169.07,201.14,False
11451.0,136,12,2168.81,47000.0,2168.81,22169.07,20185.01,184.74,False
246.0,137,1,3137.85,68000.0,3137.85,68000.0,65428.82,566.67,False
1434.0,137,2,3137.85,68000.0,3137.85,65428.82,62836.21,545.24,False
2391.0,137,3,3137.85,68000.0,3137.85,62836.21,60221.99,523.64,False
3830.0,137,4,3137.85,68000.0,3137.85,60221.99,57585.99,501.85,False
4472.0,137,5,3137.85,68000.0,3137.85,57585.99,54928.03,479.88,False
5982.0,137,6,3137.85,68000.0,3137.85,54928.03,52247.91,457.73,False
6634.0,137,7,3137.85,68000.0,3137.85,52247.91,49545.46,435.4,False
7134.0,137,8,3137.85,68000.0,3137.85,49545.46,46820.49,412.88,False
8117.0,137,9,3137.85,68000.0,3137.85,46820.49,44072.81,390.17,False
9798.0,137,10,3137.85,68000.0,3137.85,44072.81,41302.23,367.27,False
10915.0,137,11,3137.85,68000.0,3137.85,41302.23,38508.57,344.19,False
11221.0,137,12,3137.85,68000.0,3137.85,38508.57,35691.62,320.9,False
534.0,138,1,4060.75,88000.0,4060.75,88000.0,84672.58,733.33,False
1184.0,138,2,4060.75,88000.0,4060.75,84672.58,81317.44,705.6,False
2046.0,138,3,4060.75,88000.0,4060.75,81317.44,77934.33,677.65,False
3402.0,138,4,4060.75,88000.0,4060.75,77934.33,74523.04,649.45,False
4595.0,138,5,4060.75,88000.0,4060.75,74523.04,71083.31,621.03,False
5011.0,138,6,4060.75,88000.0,4060.75,71083.31,67614.92,592.36,False
6147.0,138,7,4060.75,88000.0,4060.75,67614.92,64117.63,563.46,False
7560.0,138,8,4060.75,88000.0,4060.75,64117.63,60591.19,534.31,False
8403.0,138,9,4060.75,88000.0,4060.75,60591.19,57035.37,504.93,False
9460.0,138,10,4060.75,88000.0,4060.75,57035.37,53449.92,475.29,False
10289.0,138,11,8121.5,88000.0,4060.75,53449.92,45773.83,445.42,False
11089.0,138,12,4060.75,88000.0,4060.75,45773.83,42094.53,381.45,False
623.0,139,1,2353.39,51000.0,2353.39,51000.0,49071.61,425.0,False
1228.0,139,2,2353.39,51000.0,2353.39,49071.61,47127.15,408.93,False
2026.0,139,3,2353.39,51000.0,2353.39,47127.15,45166.49,392.73,False
3840.0,139,4,2353.39,51000.0,2353.39,45166.49,43189.48,376.39,False
4449.0,139,5,2353.39,51000.0,2353.39,43189.48,41196.01,359.91,False
5886.0,139,6,2353.39,51000.0,2353.39,41196.01,39185.92,343.3,False
6775.0,139,7,2353.39,51000.0,2353.39,39185.92,37159.08,326.55,False
7352.0,139,8,2353.39,51000.0,2353.39,37159.08,35115.34,309.66,False
8125.0,139,9,2353.39,51000.0,2353.39,35115.34,33054.58,292.63,False
9932.0,139,10,2353.39,51000.0,2353.39,33054.58,30976.65,275.45,False
10216.0,139,11,2353.39,51000.0,2353.39,30976.65,28881.4,258.14,False
11295.0,139,12,2353.39,51000.0,2353.39,28881.4,26768.68,240.68,False
585.0,140,1,5398.96,117000.0,5398.96,117000.0,112576.04,975.0,False
1802.0,140,2,5398.96,117000.0,5398.96,112576.04,108115.21,938.13,False
2439.0,140,3,5398.96,117000.0,5398.96,108115.21,103617.21,900.96,False
3442.0,140,4,5398.96,117000.0,5398.96,103617.21,99081.73,863.48,False
4363.0,140,5,5398.96,117000.0,5398.96,99081.73,94508.45,825.68,False
5293.0,140,6,5398.96,117000.0,5398.96,94508.45,89897.06,787.57,False
6678.0,140,7,5398.96,117000.0,5398.96,89897.06,85247.24,749.14,False
7907.0,140,8,5398.96,117000.0,5398.96,85247.24,80558.68,710.39,False
8932.0,140,9,5398.96,117000.0,5398.96,80558.68,75831.04,671.32,False
9308.0,140,10,5398.96,117000.0,5398.96,75831.04,71064.01,631.93,False
10841.0,140,11,10797.92,117000.0,5398.96,71064.01,60858.29,592.2,False
11212.0,140,12,5398.96,117000.0,5398.96,60858.29,55966.48,507.15,False
444.0,141,1,5352.81,116000.0,5352.81,116000.0,111613.86,966.67,False
1004.0,141,2,5352.81,116000.0,5352.81,111613.86,107191.16,930.12,False
2473.0,141,3,5352.81,116000.0,5352.81,107191.16,102731.61,893.26,False
3105.0,141,4,5352.81,116000.0,5352.81,102731.61,98234.9,856.1,False
4994.0,141,5,5352.81,116000.0,5352.81,98234.9,93700.71,818.62,False
5937.0,141,6,5352.81,116000.0,5352.81,93700.71,89128.74,780.84,False
6002.0,141,7,5352.81,116000.0,5352.81,89128.74,84518.67,742.74,False
7742.0,141,8,5352.81,116000.0,5352.81,84518.67,79870.18,704.32,False
8892.0,141,9,5352.81,116000.0,5352.81,79870.18,75182.96,665.58,False
9456.0,141,10,5352.81,116000.0,5352.81,75182.96,70456.67,626.52,False
10769.0,141,11,5352.81,116000.0,5352.81,70456.67,65691.0,587.14,False
11132.0,141,12,5352.81,116000.0,5352.81,65691.0,60885.62,547.43,False
149.0,142,1,1799.65,39000.0,1799.65,39000.0,37525.35,325.0,False
1023.0,142,2,1799.65,39000.0,1799.65,37525.35,36038.41,312.71,False
2919.0,142,3,1799.65,39000.0,1799.65,36038.41,34539.08,300.32,False
3098.0,142,4,1799.65,39000.0,1799.65,34539.08,33027.26,287.83,False
4293.0,142,5,1799.65,39000.0,1799.65,33027.26,31502.83,275.23,False
5012.0,142,6,3599.3,39000.0,1799.65,31502.83,28166.06,262.52,False
6308.0,142,7,1799.65,39000.0,1799.65,28166.06,26601.12,234.72,False
7662.0,142,8,1799.65,39000.0,1799.65,26601.12,25023.15,221.68,False
8758.0,142,9,1799.65,39000.0,1799.65,25023.15,23432.03,208.53,False
9312.0,142,10,1799.65,39000.0,1799.65,23432.03,21827.64,195.27,False
10228.0,142,11,1799.65,39000.0,1799.65,21827.64,20209.89,181.9,False
11415.0,142,12,1799.65,39000.0,1799.65,20209.89,18578.66,168.42,False
865.0,143,1,3045.57,66000.0,3045.57,66000.0,63504.43,550.0,False
1476.0,143,2,3045.57,66000.0,3045.57,63504.43,60988.06,529.2,False
2575.0,143,3,3045.57,66000.0,3045.57,60988.06,58450.73,508.23,False
3965.0,143,4,3045.57,66000.0,3045.57,58450.73,55892.25,487.09,False
4370.0,143,5,3045.57,66000.0,3045.57,55892.25,53312.45,465.77,False
5111.0,143,6,3045.57,66000.0,3045.57,53312.45,50711.15,444.27,False
6207.0,143,7,3045.57,66000.0,3045.57,50711.15,48088.17,422.59,False
7945.0,143,8,3045.57,66000.0,3045.57,48088.17,45443.33,400.73,False
8305.0,143,9,3045.57,66000.0,3045.57,45443.33,42776.46,378.69,False
9377.0,143,10,6091.14,66000.0,3045.57,42776.46,37041.79,356.47,False
10366.0,143,11,3045.57,66000.0,3045.57,37041.79,34304.9,308.68,False
11455.0,143,12,6091.14,66000.0,3045.57,34304.9,28499.63,285.87,False
269.0,144,1,2030.38,44000.0,2030.38,44000.0,42336.29,366.67,False
1370.0,144,2,2030.38,44000.0,2030.38,42336.29,40658.71,352.8,False
2102.0,144,3,2030.38,44000.0,2030.38,40658.71,38967.15,338.82,False
3258.0,144,4,2030.38,44000.0,2030.38,38967.15,37261.5,324.73,False
4710.0,144,5,2030.38,44000.0,2030.38,37261.5,35541.63,310.51,False
5016.0,144,6,2030.38,44000.0,2030.38,35541.63,33807.43,296.18,False
6422.0,144,7,2030.38,44000.0,2030.38,33807.43,32058.78,281.73,False
7519.0,144,8,2030.38,44000.0,2030.38,32058.78,30295.56,267.16,False
8085.0,144,9,2030.38,44000.0,2030.38,30295.56,28517.64,252.46,False
9915.0,144,10,2030.38,44000.0,2030.38,28517.64,26724.91,237.65,False
10087.0,144,11,2030.38,44000.0,2030.38,26724.91,24917.23,222.71,False
11824.0,144,12,2030.38,44000.0,2030.38,24917.23,23094.5,207.64,False
